Date,Year,City,State,Region,Customer,Flavor,Transaction_Type,Quantity,Unit_Price,Sales,Profits,Stock_Change,Reorder_Point,Stock_Balance,Reorder_Alert
2024-03-08 06:37:13.886777356,2024,Jaipur,Rajasthan,South,QuickBuy,Cheese Wafers,Inbound,28,9.55,267.49,73.16,28,364,523,NO
2024-03-08 08:57:13.646729346,2024,Kolkata,West Bengal,East,BigMart,Chilli Wafers,Outbound,91,14.08,1281.68,222.1,-91,322,680,NO
2024-03-08 11:17:13.406681337,2024,Ahmedabad,Gujarat,West,RetailMart,Black Pepper Wafers,Inbound,85,6.04,513.81,55.82,85,400,311,YES
2024-03-08 13:37:13.166633327,2024,Bangalore,Karnataka,West,RetailMart,Masala Wafers,Inbound,192,12.2,2342.91,690.84,192,435,79,YES
2024-03-08 15:57:12.926585317,2024,Jaipur,Rajasthan,North,QuickBuy,Black Pepper Wafers,Outbound,101,11.87,1199.16,124.03,-101,336,13,YES
2024-03-08 18:17:12.686537308,2024,Jaipur,Rajasthan,North,BigMart,Salted Wafers,Outbound,197,5.96,1173.64,339.8,-197,112,53,YES
2024-03-08 20:37:12.446489298,2024,Surat,Gujarat,North,ShopEase,Chilli Wafers,Inbound,196,14.23,2788.24,484.42,196,438,446,NO
2024-03-08 22:57:12.206441289,2024,Mumbai,Maharashtra,South,BigMart,Mint Masala Wafers,Outbound,42,10.68,448.76,45.78,-42,367,765,NO
2024-03-09 01:17:11.966393279,2024,Bangalore,Karnataka,North,ShopEase,Salted Wafers,Outbound,156,8.64,1347.41,320.46,-156,365,64,YES
2024-03-09 03:37:11.726345269,2024,Delhi,Delhi,South,QuickBuy,Salted Wafers,Inbound,37,12.57,464.92,137.67,37,115,371,NO
2024-03-09 05:57:11.486297260,2024,Surat,Gujarat,North,BigMart,Chilli Wafers,Return,132,7.57,999.72,293.04,132,191,502,NO
2024-03-09 08:17:11.246249250,2024,Delhi,Delhi,South,RetailMart,Cheese Wafers,Outbound,189,11.94,2255.73,298.18,-189,347,569,NO
2024-03-09 10:37:11.006201240,2024,Surat,Gujarat,East,SuperStore,Tomato Wafers,Inbound,135,5.4,728.61,99.27,135,118,95,YES
2024-03-09 12:57:10.766153231,2024,Surat,Gujarat,North,RetailMart,Black Pepper Wafers,Inbound,186,13.39,2491.3,530.92,186,459,532,NO
2024-03-09 15:17:10.526105221,2024,Surat,Gujarat,South,ShopEase,Black Pepper Wafers,Outbound,46,9.48,436.16,99.21,-46,489,259,YES
2024-03-09 17:37:10.286057212,2024,Mumbai,Maharashtra,East,QuickBuy,Black Pepper Wafers,Inbound,163,11.37,1852.81,459.28,163,487,584,NO
2024-03-09 19:57:10.046009202,2024,Surat,Gujarat,North,BigMart,Chilli Wafers,Inbound,108,7.21,778.94,106.1,108,202,247,NO
2024-03-09 22:17:09.805961192,2024,Pune,Maharashtra,East,QuickBuy,Cream & Onion Wafers,Inbound,107,11.77,1259.47,367.52,107,194,126,YES
2024-03-10 00:37:09.565913183,2024,Kolkata,West Bengal,North,QuickBuy,Aloo Bhujia Wafers,Outbound,136,12.72,1730.25,394.06,-136,382,498,NO
2024-03-10 02:57:09.325865173,2024,Delhi,Delhi,West,ShopEase,Aloo Bhujia Wafers,Inbound,177,9.73,1722.59,464.08,177,312,45,YES
2024-03-10 05:17:09.085817164,2024,Ahmedabad,Gujarat,South,QuickBuy,Black Pepper Wafers,Outbound,89,11.18,994.78,206.93,-89,136,981,NO
2024-03-10 07:37:08.845769154,2024,Chennai,Tamil Nadu,West,BigMart,Black Pepper Wafers,Inbound,47,9.56,449.47,82.19,47,492,267,YES
2024-03-10 09:57:08.605721144,2024,Bangalore,Karnataka,South,RetailMart,Mint Masala Wafers,Inbound,86,13.94,1198.92,354.2,86,160,639,NO
2024-03-10 12:17:08.365673135,2024,Hyderabad,Telangana,West,QuickBuy,Cheese Wafers,Outbound,135,9.98,1347.12,291.55,-135,390,541,NO
2024-03-10 14:37:08.125625125,2024,Mumbai,Maharashtra,North,BigMart,Aloo Bhujia Wafers,Outbound,96,13.42,1288.14,352.14,-96,461,93,YES
2024-03-10 16:57:07.885577116,2024,Ahmedabad,Gujarat,West,BigMart,Chilli Wafers,Inbound,63,13.01,819.85,238.3,63,402,735,NO
2024-03-10 19:17:07.645529106,2024,Jaipur,Rajasthan,North,ShopEase,Black Pepper Wafers,Inbound,159,9.11,1447.7,340.31,159,343,315,YES
2024-03-10 21:37:07.405481096,2024,Pune,Maharashtra,South,QuickBuy,Black Pepper Wafers,Inbound,25,7.3,182.52,38.29,25,410,611,NO
2024-03-10 23:57:07.165433087,2024,Hyderabad,Telangana,North,ShopEase,Aloo Bhujia Wafers,Outbound,37,9.06,335.25,33.76,-37,443,70,YES
2024-03-11 02:17:06.925385077,2024,Chennai,Tamil Nadu,West,RetailMart,Black Pepper Wafers,Inbound,172,13.26,2281.09,246.37,172,450,592,NO
2024-03-11 04:37:06.685337068,2024,Ahmedabad,Gujarat,East,RetailMart,Tomato Wafers,Outbound,197,7.28,1433.44,200.93,-197,105,448,NO
2024-03-11 06:57:06.445289058,2024,Hyderabad,Telangana,South,BigMart,Chilli Wafers,Outbound,182,10.24,1864.47,255.81,-182,476,909,NO
2024-03-11 09:17:06.205241048,2024,Ahmedabad,Gujarat,East,QuickBuy,Chilli Wafers,Inbound,55,13.06,718.35,108.44,55,405,366,YES
2024-03-11 11:37:05.965193039,2024,Pune,Maharashtra,East,BigMart,Black Pepper Wafers,Inbound,81,8.53,691.32,111.29,81,264,811,NO
2024-03-11 13:57:05.725145029,2024,Chennai,Tamil Nadu,East,QuickBuy,Chilli Wafers,Inbound,192,11.42,2193.04,377.23,192,112,619,NO
2024-03-11 16:17:05.485097020,2024,Jaipur,Rajasthan,East,ShopEase,Cream & Onion Wafers,Inbound,94,7.46,700.89,129.04,94,124,613,NO
2024-03-11 18:37:05.245049010,2024,Surat,Gujarat,East,RetailMart,Chilli Wafers,Outbound,35,6.09,213.25,25.54,-35,323,409,NO
2024-03-11 20:57:05.005001000,2024,Delhi,Delhi,West,RetailMart,Tomato Wafers,Outbound,94,12.94,1216.72,131.98,-94,222,90,YES
2024-03-11 23:17:04.764952991,2024,Jaipur,Rajasthan,North,ShopEase,Salted Wafers,Outbound,162,5.99,970.33,227.82,-162,228,508,NO
2024-03-12 01:37:04.524904981,2024,Surat,Gujarat,North,SuperStore,Salted Wafers,Inbound,74,7.71,570.82,118.43,74,404,876,NO
2024-03-12 03:57:04.284856972,2024,Mumbai,Maharashtra,East,SuperStore,Cheese Wafers,Outbound,143,13.55,1937.81,365.91,-143,221,527,NO
2024-03-12 06:17:04.044808962,2024,Kolkata,West Bengal,West,SuperStore,Mint Masala Wafers,Inbound,160,8.46,1354.35,307.29,160,134,109,YES
2024-03-12 08:37:03.804760952,2024,Bangalore,Karnataka,East,QuickBuy,Tomato Wafers,Inbound,124,14.73,1826.58,485.02,124,182,774,NO
2024-03-12 10:57:03.564712943,2024,Bangalore,Karnataka,East,ShopEase,Masala Wafers,Outbound,73,14.8,1080.21,200.42,-73,408,671,NO
2024-03-12 13:17:03.324664933,2024,Delhi,Delhi,South,QuickBuy,Mint Masala Wafers,Outbound,96,7.68,737.54,168.32,-96,281,764,NO
2024-03-12 15:37:03.084616924,2024,Chennai,Tamil Nadu,West,QuickBuy,Aloo Bhujia Wafers,Inbound,180,5.41,973.76,283.09,180,175,88,YES
2024-03-12 17:57:02.844568914,2024,Pune,Maharashtra,East,ShopEase,Aloo Bhujia Wafers,Outbound,116,12.05,1397.87,374.52,-116,203,606,NO
2024-03-12 20:17:02.604520904,2024,Chennai,Tamil Nadu,North,QuickBuy,Masala Wafers,Outbound,160,9.51,1521.58,281.8,-160,331,271,YES
2024-03-12 22:37:02.364472895,2024,Pune,Maharashtra,South,ShopEase,Mint Masala Wafers,Outbound,105,6.01,630.79,144.42,-105,402,246,YES
2024-03-13 00:57:02.124424885,2024,Chennai,Tamil Nadu,East,SuperStore,Masala Wafers,Inbound,167,12.08,2016.56,273.07,167,142,360,NO
2024-03-13 03:17:01.884376876,2024,Kolkata,West Bengal,East,SuperStore,Black Pepper Wafers,Outbound,86,5.31,456.81,96.89,-86,192,377,NO
2024-03-13 05:37:01.644328866,2024,Mumbai,Maharashtra,East,QuickBuy,Mint Masala Wafers,Outbound,155,13.7,2123.8,629.21,-155,243,205,YES
2024-03-13 07:57:01.404280856,2024,Mumbai,Maharashtra,West,RetailMart,Salted Wafers,Outbound,96,6.39,613.11,124.87,-96,353,344,YES
2024-03-13 10:17:01.164232847,2024,Surat,Gujarat,East,ShopEase,Mint Masala Wafers,Outbound,158,6.27,991.15,283.0,-158,177,829,NO
2024-03-13 12:37:00.924184837,2024,Hyderabad,Telangana,North,BigMart,Tomato Wafers,Return,66,6.76,445.94,80.92,66,362,797,NO
2024-03-13 14:57:00.684136828,2024,Mumbai,Maharashtra,South,BigMart,Salted Wafers,Inbound,112,14.6,1635.5,490.27,112,169,759,NO
2024-03-13 17:17:00.444088818,2024,Mumbai,Maharashtra,West,QuickBuy,Black Pepper Wafers,Inbound,160,11.93,1909.07,412.06,160,248,454,NO
2024-03-13 19:37:00.204040808,2024,Jaipur,Rajasthan,South,RetailMart,Tomato Wafers,Inbound,100,13.01,1301.37,141.14,100,391,907,NO
2024-03-13 21:56:59.963992799,2024,Jaipur,Rajasthan,North,ShopEase,Mint Masala Wafers,Inbound,54,8.98,484.72,105.35,54,313,66,YES
2024-03-14 00:16:59.723944789,2024,Surat,Gujarat,East,SuperStore,Aloo Bhujia Wafers,Inbound,181,8.36,1513.73,234.5,181,459,986,NO
2024-03-14 02:36:59.483896780,2024,Hyderabad,Telangana,West,QuickBuy,Masala Wafers,Outbound,97,7.34,712.45,75.87,-97,409,557,NO
2024-03-14 04:56:59.243848770,2024,Delhi,Delhi,East,ShopEase,Salted Wafers,Inbound,124,9.81,1216.0,321.23,124,246,978,NO
2024-03-14 07:16:59.003800760,2024,Jaipur,Rajasthan,West,ShopEase,Mint Masala Wafers,Outbound,56,10.52,589.02,91.38,-56,124,42,YES
2024-03-14 09:36:58.763752751,2024,Delhi,Delhi,East,ShopEase,Chilli Wafers,Outbound,177,11.32,2003.24,519.46,-177,422,228,YES
2024-03-14 11:56:58.523704741,2024,Ahmedabad,Gujarat,North,RetailMart,Salted Wafers,Inbound,188,7.57,1423.38,224.39,188,208,950,NO
2024-03-14 14:16:58.283656732,2024,Jaipur,Rajasthan,North,ShopEase,Tomato Wafers,Outbound,179,14.49,2593.09,360.09,-179,280,812,NO
2024-03-14 16:36:58.043608722,2024,Kolkata,West Bengal,East,RetailMart,Aloo Bhujia Wafers,Inbound,144,6.7,964.45,284.31,144,350,443,NO
2024-03-14 18:56:57.803560712,2024,Hyderabad,Telangana,North,RetailMart,Aloo Bhujia Wafers,Outbound,59,14.66,864.74,149.02,-59,302,233,YES
2024-03-14 21:16:57.563512703,2024,Surat,Gujarat,East,ShopEase,Chilli Wafers,Outbound,185,5.15,952.48,209.81,-185,403,198,YES
2024-03-14 23:36:57.323464693,2024,Ahmedabad,Gujarat,West,SuperStore,Tomato Wafers,Inbound,93,9.81,912.45,202.56,93,269,496,NO
2024-03-15 01:56:57.083416684,2024,Hyderabad,Telangana,North,ShopEase,Mint Masala Wafers,Inbound,100,8.33,833.37,176.75,100,274,847,NO
2024-03-15 04:16:56.843368674,2024,Kolkata,West Bengal,West,SuperStore,Chilli Wafers,Inbound,143,9.49,1357.25,384.02,143,446,31,YES
2024-03-15 06:36:56.603320664,2024,Hyderabad,Telangana,East,QuickBuy,Salted Wafers,Outbound,100,10.71,1070.66,251.49,-100,269,263,YES
2024-03-15 08:56:56.363272655,2024,Kolkata,West Bengal,West,BigMart,Chilli Wafers,Outbound,146,9.36,1365.96,246.89,-146,101,112,NO
2024-03-15 11:16:56.123224645,2024,Kolkata,West Bengal,South,QuickBuy,Cheese Wafers,Inbound,118,9.15,1079.52,294.14,118,233,972,NO
2024-03-15 13:36:55.883176636,2024,Delhi,Delhi,East,RetailMart,Mint Masala Wafers,Outbound,66,12.33,813.6,110.82,-66,226,829,NO
2024-03-15 15:56:55.643128626,2024,Chennai,Tamil Nadu,North,QuickBuy,Masala Wafers,Inbound,40,11.86,474.35,99.07,40,145,458,NO
2024-03-15 18:16:55.403080616,2024,Ahmedabad,Gujarat,North,BigMart,Black Pepper Wafers,Inbound,30,13.33,399.98,116.04,30,293,275,YES
2024-03-15 20:36:55.163032607,2024,Hyderabad,Telangana,South,BigMart,Chilli Wafers,Return,99,7.5,742.46,167.11,99,461,145,YES
2024-03-15 22:56:54.922984597,2024,Pune,Maharashtra,East,SuperStore,Salted Wafers,Inbound,49,11.1,543.67,143.2,49,308,356,NO
2024-03-16 01:16:54.682936588,2024,Ahmedabad,Gujarat,East,QuickBuy,Mint Masala Wafers,Outbound,121,10.85,1313.09,302.95,-121,395,5,YES
2024-03-16 03:36:54.442888578,2024,Chennai,Tamil Nadu,East,RetailMart,Chilli Wafers,Outbound,54,8.7,469.66,125.81,-54,157,339,NO
2024-03-16 05:56:54.202840568,2024,Ahmedabad,Gujarat,East,RetailMart,Tomato Wafers,Return,86,9.86,848.01,244.99,86,177,991,NO
2024-03-16 08:16:53.962792559,2024,Mumbai,Maharashtra,West,SuperStore,Cheese Wafers,Inbound,186,8.14,1513.63,233.98,186,301,493,NO
2024-03-16 10:36:53.722744549,2024,Pune,Maharashtra,East,SuperStore,Black Pepper Wafers,Inbound,96,6.42,616.17,82.53,96,388,107,YES
2024-03-16 12:56:53.482696540,2024,Chennai,Tamil Nadu,West,QuickBuy,Aloo Bhujia Wafers,Inbound,157,7.14,1120.67,220.55,157,161,924,NO
2024-03-16 15:16:53.242648530,2024,Delhi,Delhi,West,SuperStore,Cream & Onion Wafers,Outbound,110,6.06,666.07,160.1,-110,367,771,NO
2024-03-16 17:36:53.002600520,2024,Hyderabad,Telangana,North,BigMart,Masala Wafers,Outbound,126,11.83,1490.67,216.8,-126,225,70,YES
2024-03-16 19:56:52.762552511,2024,Bangalore,Karnataka,East,RetailMart,Tomato Wafers,Inbound,101,11.61,1172.33,118.19,101,148,938,NO
2024-03-16 22:16:52.522504501,2024,Chennai,Tamil Nadu,West,BigMart,Black Pepper Wafers,Outbound,154,14.51,2233.93,376.61,-154,187,339,NO
2024-03-17 00:36:52.282456492,2024,Surat,Gujarat,East,ShopEase,Mint Masala Wafers,Inbound,37,12.3,454.98,133.66,37,433,673,NO
2024-03-17 02:56:52.042408482,2024,Hyderabad,Telangana,South,BigMart,Cheese Wafers,Inbound,178,5.52,982.64,234.84,178,360,99,YES
2024-03-17 05:16:51.802360472,2024,Chennai,Tamil Nadu,West,RetailMart,Tomato Wafers,Inbound,34,13.84,470.64,84.84,34,278,326,NO
2024-03-17 07:36:51.562312463,2024,Mumbai,Maharashtra,North,ShopEase,Salted Wafers,Inbound,67,13.63,912.99,126.46,67,168,32,YES
2024-03-17 09:56:51.322264453,2024,Bangalore,Karnataka,East,QuickBuy,Salted Wafers,Inbound,50,9.43,471.66,80.76,50,466,142,YES
2024-03-17 12:16:51.082216444,2024,Mumbai,Maharashtra,North,ShopEase,Masala Wafers,Inbound,143,10.86,1552.78,208.02,143,159,243,NO
2024-03-17 14:36:50.842168434,2024,Bangalore,Karnataka,West,SuperStore,Cheese Wafers,Outbound,84,14.76,1239.91,150.35,-84,401,735,NO
2024-03-17 16:56:50.602120424,2024,Surat,Gujarat,West,RetailMart,Tomato Wafers,Outbound,47,10.32,485.18,136.5,-47,348,725,NO
2024-03-17 19:16:50.362072415,2024,Hyderabad,Telangana,North,SuperStore,Black Pepper Wafers,Inbound,143,14.05,2009.61,601.94,143,268,631,NO
2024-03-17 21:36:50.122024405,2024,Delhi,Delhi,East,BigMart,Masala Wafers,Outbound,182,5.83,1061.13,140.94,-182,368,679,NO
2024-03-17 23:56:49.881976396,2024,Mumbai,Maharashtra,West,QuickBuy,Masala Wafers,Outbound,84,6.91,580.48,64.38,-84,463,860,NO
2024-03-18 02:16:49.641928386,2024,Mumbai,Maharashtra,South,RetailMart,Tomato Wafers,Inbound,151,9.41,1420.54,235.73,151,211,216,NO
2024-03-18 04:36:49.401880376,2024,Kolkata,West Bengal,North,QuickBuy,Salted Wafers,Outbound,75,10.85,813.57,156.48,-75,199,900,NO
2024-03-18 06:56:49.161832367,2024,Bangalore,Karnataka,West,RetailMart,Masala Wafers,Outbound,177,13.16,2329.72,328.41,-177,314,973,NO
2024-03-18 09:16:48.921784357,2024,Jaipur,Rajasthan,East,SuperStore,Cheese Wafers,Outbound,12,14.88,178.59,28.63,-12,212,433,NO
2024-03-18 11:36:48.681736348,2024,Hyderabad,Telangana,West,BigMart,Tomato Wafers,Outbound,126,8.89,1119.95,156.99,-126,196,866,NO
2024-03-18 13:56:48.441688338,2024,Bangalore,Karnataka,East,ShopEase,Chilli Wafers,Outbound,108,5.47,591.21,150.67,-108,406,833,NO
2024-03-18 16:16:48.201640328,2024,Kolkata,West Bengal,East,QuickBuy,Masala Wafers,Inbound,161,13.01,2094.89,508.04,161,217,728,NO
2024-03-18 18:36:47.961592319,2024,Ahmedabad,Gujarat,West,RetailMart,Mint Masala Wafers,Outbound,28,11.04,309.23,70.19,-28,135,53,YES
2024-03-18 20:56:47.721544309,2024,Bangalore,Karnataka,South,RetailMart,Cream & Onion Wafers,Inbound,155,6.99,1082.74,192.13,155,436,719,NO
2024-03-18 23:16:47.481496300,2024,Delhi,Delhi,East,QuickBuy,Tomato Wafers,Outbound,125,9.95,1243.54,350.44,-125,458,941,NO
2024-03-19 01:36:47.241448290,2024,Hyderabad,Telangana,North,ShopEase,Cheese Wafers,Inbound,134,12.42,1664.7,489.27,134,389,591,NO
2024-03-19 03:56:47.001400280,2024,Kolkata,West Bengal,East,BigMart,Mint Masala Wafers,Inbound,97,12.7,1232.3,166.03,97,495,906,NO
2024-03-19 06:16:46.761352271,2024,Ahmedabad,Gujarat,East,RetailMart,Aloo Bhujia Wafers,Outbound,44,10.0,439.83,63.6,-44,488,891,NO
2024-03-19 08:36:46.521304261,2024,Pune,Maharashtra,South,RetailMart,Salted Wafers,Inbound,199,8.05,1602.38,328.69,199,403,944,NO
2024-03-19 10:56:46.281256252,2024,Kolkata,West Bengal,East,QuickBuy,Cream & Onion Wafers,Outbound,10,14.74,147.37,17.43,-10,459,994,NO
2024-03-19 13:16:46.041208242,2024,Pune,Maharashtra,West,QuickBuy,Chilli Wafers,Inbound,162,11.63,1884.65,352.98,162,446,150,YES
2024-03-19 15:36:45.801160232,2024,Hyderabad,Telangana,South,RetailMart,Chilli Wafers,Outbound,182,9.08,1652.99,357.64,-182,223,54,YES
2024-03-19 17:56:45.561112223,2024,Mumbai,Maharashtra,East,RetailMart,Aloo Bhujia Wafers,Inbound,186,7.8,1451.66,296.74,186,139,516,NO
2024-03-19 20:16:45.321064213,2024,Kolkata,West Bengal,West,RetailMart,Salted Wafers,Inbound,135,12.31,1661.99,276.19,135,240,447,NO
2024-03-19 22:36:45.081016204,2024,Surat,Gujarat,West,SuperStore,Cheese Wafers,Inbound,98,7.42,727.34,151.64,98,125,34,YES
2024-03-20 00:56:44.840968194,2024,Pune,Maharashtra,East,RetailMart,Salted Wafers,Outbound,153,6.72,1027.72,299.85,-153,241,860,NO
2024-03-20 03:16:44.600920184,2024,Delhi,Delhi,North,BigMart,Chilli Wafers,Outbound,156,10.3,1606.54,226.85,-156,451,118,YES
2024-03-20 05:36:44.360872175,2024,Surat,Gujarat,North,BigMart,Aloo Bhujia Wafers,Outbound,160,7.9,1263.98,291.94,-160,494,196,YES
2024-03-20 07:56:44.120824165,2024,Chennai,Tamil Nadu,East,ShopEase,Cream & Onion Wafers,Return,34,11.29,383.83,41.71,34,435,565,NO
2024-03-20 10:16:43.880776156,2024,Chennai,Tamil Nadu,East,QuickBuy,Aloo Bhujia Wafers,Outbound,25,6.18,154.48,17.5,-25,156,770,NO
2024-03-20 12:36:43.640728146,2024,Ahmedabad,Gujarat,West,ShopEase,Tomato Wafers,Outbound,191,11.55,2205.94,464.05,-191,249,773,NO
2024-03-20 14:56:43.400680136,2024,Mumbai,Maharashtra,East,RetailMart,Black Pepper Wafers,Inbound,82,7.83,642.3,77.71,82,466,854,NO
2024-03-20 17:16:43.160632127,2024,Hyderabad,Telangana,East,QuickBuy,Cheese Wafers,Inbound,138,5.0,690.34,72.12,138,499,877,NO
2024-03-20 19:36:42.920584117,2024,Kolkata,West Bengal,West,RetailMart,Salted Wafers,Inbound,51,6.27,319.74,42.94,51,304,823,NO
2024-03-20 21:56:42.680536108,2024,Jaipur,Rajasthan,East,QuickBuy,Black Pepper Wafers,Inbound,156,14.34,2236.44,476.29,156,175,513,NO
2024-03-21 00:16:42.440488098,2024,Delhi,Delhi,East,SuperStore,Mint Masala Wafers,Outbound,171,13.67,2338.18,562.73,-171,384,593,NO
2024-03-21 02:36:42.200440088,2024,Pune,Maharashtra,East,SuperStore,Chilli Wafers,Outbound,89,7.34,652.91,91.73,-89,309,861,NO
2024-03-21 04:56:41.960392079,2024,Hyderabad,Telangana,West,SuperStore,Salted Wafers,Outbound,113,12.78,1444.56,337.52,-113,485,421,YES
2024-03-21 07:16:41.720344069,2024,Surat,Gujarat,East,ShopEase,Aloo Bhujia Wafers,Outbound,192,11.09,2128.46,290.52,-192,357,951,NO
2024-03-21 09:36:41.480296060,2024,Chennai,Tamil Nadu,North,QuickBuy,Black Pepper Wafers,Return,155,14.71,2279.9,507.71,155,358,516,NO
2024-03-21 11:56:41.240248050,2024,Delhi,Delhi,East,ShopEase,Chilli Wafers,Outbound,43,8.74,375.65,68.52,-43,283,685,NO
2024-03-21 14:16:41.000200040,2024,Jaipur,Rajasthan,North,QuickBuy,Cream & Onion Wafers,Inbound,98,11.81,1157.83,267.18,98,427,138,YES
2024-03-21 16:36:40.760152031,2024,Kolkata,West Bengal,East,RetailMart,Tomato Wafers,Inbound,134,5.64,755.14,225.79,134,110,704,NO
2024-03-21 18:56:40.520104021,2024,Ahmedabad,Gujarat,West,SuperStore,Cream & Onion Wafers,Inbound,54,8.96,483.97,139.17,54,259,649,NO
2024-03-21 21:16:40.280056012,2024,Jaipur,Rajasthan,North,SuperStore,Salted Wafers,Inbound,143,14.64,2093.26,211.12,143,359,808,NO
2024-03-21 23:36:40.040008002,2024,Delhi,Delhi,East,QuickBuy,Aloo Bhujia Wafers,Outbound,30,10.39,311.69,86.37,-30,492,627,NO
2024-03-22 01:56:39.799959992,2024,Jaipur,Rajasthan,East,ShopEase,Masala Wafers,Outbound,131,7.88,1032.12,116.94,-131,187,43,YES
2024-03-22 04:16:39.559911983,2024,Delhi,Delhi,East,ShopEase,Masala Wafers,Inbound,79,6.2,490.01,142.4,79,468,857,NO
2024-03-22 06:36:39.319863973,2024,Delhi,Delhi,East,BigMart,Tomato Wafers,Outbound,105,12.04,1263.7,197.6,-105,283,800,NO
2024-03-22 08:56:39.079815963,2024,Bangalore,Karnataka,West,SuperStore,Salted Wafers,Outbound,114,11.45,1305.14,230.24,-114,115,218,NO
2024-03-22 11:16:38.839767954,2024,Pune,Maharashtra,South,SuperStore,Tomato Wafers,Inbound,57,8.74,498.15,58.94,57,343,567,NO
2024-03-22 13:36:38.599719944,2024,Chennai,Tamil Nadu,North,ShopEase,Cream & Onion Wafers,Inbound,48,14.51,696.45,85.28,48,185,753,NO
2024-03-22 15:56:38.359671935,2024,Bangalore,Karnataka,East,SuperStore,Aloo Bhujia Wafers,Outbound,40,5.22,208.88,51.25,-40,298,907,NO
2024-03-22 18:16:38.119623925,2024,Kolkata,West Bengal,West,ShopEase,Cheese Wafers,Outbound,19,8.04,152.71,44.11,-19,109,257,NO
2024-03-22 20:36:37.879575915,2024,Bangalore,Karnataka,South,BigMart,Chilli Wafers,Inbound,39,14.21,554.22,123.12,39,263,512,NO
2024-03-22 22:56:37.639527906,2024,Mumbai,Maharashtra,West,QuickBuy,Salted Wafers,Inbound,27,8.21,221.65,53.9,27,123,960,NO
2024-03-23 01:16:37.399479896,2024,Mumbai,Maharashtra,East,QuickBuy,Tomato Wafers,Inbound,197,7.52,1481.94,374.03,197,163,376,NO
2024-03-23 03:36:37.159431887,2024,Chennai,Tamil Nadu,South,BigMart,Black Pepper Wafers,Inbound,97,10.34,1003.19,153.05,97,411,892,NO
2024-03-23 05:56:36.919383877,2024,Jaipur,Rajasthan,North,SuperStore,Black Pepper Wafers,Outbound,134,13.24,1773.89,193.44,-134,337,288,YES
2024-03-23 08:16:36.679335867,2024,Pune,Maharashtra,North,RetailMart,Salted Wafers,Inbound,82,6.03,494.58,49.64,82,444,469,NO
2024-03-23 10:36:36.439287858,2024,Chennai,Tamil Nadu,West,SuperStore,Aloo Bhujia Wafers,Inbound,24,14.43,346.32,58.92,24,337,971,NO
2024-03-23 12:56:36.199239848,2024,Delhi,Delhi,North,ShopEase,Salted Wafers,Inbound,13,12.95,168.36,24.97,13,121,102,YES
2024-03-23 15:16:35.959191839,2024,Surat,Gujarat,North,RetailMart,Black Pepper Wafers,Outbound,177,6.81,1205.81,135.61,-177,279,803,NO
2024-03-23 17:36:35.719143829,2024,Pune,Maharashtra,South,BigMart,Masala Wafers,Inbound,18,12.12,218.16,29.65,18,405,148,YES
2024-03-23 19:56:35.479095819,2024,Pune,Maharashtra,North,QuickBuy,Aloo Bhujia Wafers,Inbound,118,8.85,1044.25,130.43,118,146,83,YES
2024-03-23 22:16:35.239047810,2024,Delhi,Delhi,South,QuickBuy,Aloo Bhujia Wafers,Outbound,146,9.02,1317.35,372.78,-146,378,931,NO
2024-03-24 00:36:34.998999800,2024,Delhi,Delhi,South,SuperStore,Aloo Bhujia Wafers,Inbound,163,12.83,2091.76,267.86,163,323,25,YES
2024-03-24 02:56:34.758951791,2024,Ahmedabad,Gujarat,South,QuickBuy,Cream & Onion Wafers,Inbound,141,14.63,2062.53,428.04,141,317,174,YES
2024-03-24 05:16:34.518903781,2024,Chennai,Tamil Nadu,North,SuperStore,Chilli Wafers,Inbound,25,6.27,156.66,34.25,25,336,734,NO
2024-03-24 07:36:34.278855771,2024,Delhi,Delhi,West,ShopEase,Masala Wafers,Outbound,152,9.21,1399.36,292.04,-152,303,640,NO
2024-03-24 09:56:34.038807762,2024,Mumbai,Maharashtra,West,ShopEase,Tomato Wafers,Return,108,9.81,1059.42,126.93,108,438,421,YES
2024-03-24 12:16:33.798759752,2024,Kolkata,West Bengal,North,BigMart,Chilli Wafers,Inbound,130,8.76,1139.21,186.56,130,118,653,NO
2024-03-24 14:36:33.558711743,2024,Surat,Gujarat,South,ShopEase,Salted Wafers,Inbound,61,8.63,526.55,58.05,61,279,345,NO
2024-03-24 16:56:33.318663733,2024,Chennai,Tamil Nadu,North,SuperStore,Black Pepper Wafers,Inbound,78,5.52,430.77,77.17,78,261,301,NO
2024-03-24 19:16:33.078615723,2024,Hyderabad,Telangana,East,QuickBuy,Masala Wafers,Outbound,14,11.86,165.98,22.86,-14,384,297,YES
2024-03-24 21:36:32.838567714,2024,Mumbai,Maharashtra,West,ShopEase,Mint Masala Wafers,Outbound,29,9.36,271.5,57.65,-29,160,134,YES
2024-03-24 23:56:32.598519704,2024,Jaipur,Rajasthan,South,ShopEase,Cheese Wafers,Outbound,88,6.95,611.42,145.86,-88,184,54,YES
2024-03-25 02:16:32.358471695,2024,Delhi,Delhi,North,SuperStore,Black Pepper Wafers,Outbound,155,13.16,2039.85,421.07,-155,134,55,YES
2024-03-25 04:36:32.118423685,2024,Hyderabad,Telangana,South,ShopEase,Mint Masala Wafers,Outbound,120,13.03,1563.07,292.06,-120,104,373,NO
2024-03-25 06:56:31.878375675,2024,Delhi,Delhi,East,QuickBuy,Tomato Wafers,Outbound,11,9.86,108.5,19.26,-11,175,587,NO
